root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,l_wrist,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow,r_wrist
0.595173,0.582661,0.355463,0.046523,0.086253,-0.665908,0.739569,-0.857765,-0.052261,-0.012123,0.291421,0.064115,0.0,-0.076945,0.066583,-0.160281,0.388863,-0.390207,0.0,0.214422,0.621885,-0.151186,-1.096066,-0.427312,0.025879,-0.506969,0.319402,-1.078531,0.359534
0.595803,0.570153,0.352294,0.046453,0.087224,-0.668112,0.737469,-0.853866,-0.069827,-0.008215,0.233618,0.063822,0.0,-0.031271,0.07465,-0.146938,0.388233,-0.410582,0.0,0.221387,0.614859,-0.151733,-1.082444,-0.439861,0.021889,-0.508796,0.320478,-1.087552,0.363619
0.593609,0.559731,0.351261,0.047336,0.085234,-0.669007,0.736833,-0.830081,-0.070433,-0.017902,0.221499,0.098155,0.0,0.014837,0.079491,-0.137483,0.381632,-0.414736,0.0,0.223982,0.600926,-0.156679,-1.057325,-0.450062,0.023573,-0.51402,0.314538,-1.090677,0.36813
0.586159,0.551512,0.353686,0.051247,0.077017,-0.671307,0.735384,-0.81039,-0.039655,-0.049335,0.254187,0.169264,0.0,0.053613,0.073225,-0.130093,0.380483,-0.390443,0.0,0.225496,0.569463,-0.168519,-1.026272,-0.450964,0.038453,-0.525245,0.305977,-1.086847,0.376249
0.584963,0.543807,0.354543,0.049229,0.07142,-0.675722,0.732035,-0.786157,-0.035016,-0.059244,0.290494,0.230079,0.0,0.090853,0.073225,-0.118778,0.391694,-0.342812,0.0,0.22237,0.543924,-0.183332,-0.975931,-0.447187,0.062114,-0.522263,0.294147,-1.075172,0.378452
0.583373,0.537391,0.356045,0.04591,0.066866,-0.680017,0.728696,-0.761777,-0.023948,-0.054975,0.326103,0.253141,0.0,0.113579,0.077754,-0.106641,0.423208,-0.272638,0.0,0.22307,0.524222,-0.201255,-0.927867,-0.4376,0.084184,-0.510894,0.284474,-1.044072,0.365931
0.579271,0.532356,0.356887,0.041251,0.062726,-0.684697,0.724951,-0.74093,-0.014152,-0.048228,0.360986,0.248623,0.0,0.114647,0.106222,-0.102186,0.493269,-0.173614,0.0,0.225447,0.514588,-0.227756,-0.88159,-0.421477,0.108489,-0.502202,0.291451,-1.002838,0.335098
0.572505,0.528302,0.359505,0.03818,0.059978,-0.689763,0.720536,-0.720346,0.008704,-0.050323,0.380598,0.228275,0.0,0.084521,0.135722,-0.121805,0.603245,-0.063047,0.0,0.227701,0.513584,-0.258336,-0.853218,-0.41239,0.136571,-0.507811,0.323073,-0.978253,0.310695
0.570298,0.523973,0.364312,0.033093,0.061753,-0.695793,0.714817,-0.692048,0.031752,-0.049045,0.384929,0.206682,0.0,0.024047,0.139598,-0.164199,0.756407,0.056527,0.0,0.229531,0.525613,-0.284019,-0.842378,-0.415382,0.165788,-0.520817,0.377006,-0.986167,0.318082
0.568283,0.526077,0.369265,0.026163,0.064966,-0.705505,0.705236,-0.674262,0.064445,-0.039997,0.377987,0.206984,0.0,-0.071121,0.127585,-0.26147,0.932322,0.165918,0.0,0.231801,0.541961,-0.295178,-0.842708,-0.421177,0.195757,-0.540583,0.432969,-1.025808,0.364872
0.573059,0.525627,0.374912,0.020338,0.0727,-0.714604,0.695444,-0.654211,0.091944,-0.027244,0.363516,0.202086,0.0,-0.178996,0.069513,-0.343536,1.099829,0.248287,0.0,0.232967,0.568704,-0.29535,-0.859076,-0.422211,0.216062,-0.55131,0.463236,-1.075475,0.421058
0.576662,0.517901,0.377192,0.023715,0.075813,-0.719976,0.689438,-0.629933,0.098578,-0.011532,0.361175,0.174793,0.0,-0.296127,0.021418,-0.342657,1.217262,0.234984,0.0,0.230965,0.59089,-0.299759,-0.894003,-0.420535,0.232956,-0.563662,0.451477,-1.109006,0.447425
0.576757,0.507814,0.376441,0.032259,0.072492,-0.722881,0.686402,-0.606127,0.08924,0.0059,0.373689,0.134837,0.0,-0.412139,0.000362,-0.308986,1.275863,0.155105,0.0,0.218557,0.599973,-0.310736,-0.931508,-0.424264,0.250004,-0.578019,0.40716,-1.118309,0.429004
0.576252,0.496834,0.374387,0.043119,0.065834,-0.723825,0.68548,-0.585454,0.069698,0.021873,0.399517,0.08571,0.0,-0.518024,-0.025183,-0.279764,1.290858,0.081836,0.0,0.189415,0.591478,-0.322784,-0.961079,-0.430732,0.267761,-0.594071,0.341351,-1.111504,0.382023
0.574874,0.486185,0.372282,0.05238,0.058484,-0.723141,0.686224,-0.561008,0.049197,0.032389,0.421394,0.039376,0.0,-0.602694,-0.045236,-0.267618,1.245284,0.032079,0.0,0.146805,0.571284,-0.333443,-0.977559,-0.431405,0.276165,-0.599088,0.27682,-1.087863,0.337985
0.574943,0.468465,0.371512,0.061245,0.053704,-0.719493,0.689706,-0.518267,0.026471,0.032999,0.442182,-0.026471,0.0,-0.656955,-0.060085,-0.221484,1.145358,-0.019296,0.0,0.096758,0.550516,-0.346146,-0.994369,-0.424866,0.274713,-0.597194,0.222388,-1.058067,0.30872
0.574321,0.453091,0.37026,0.068041,0.048946,-0.716213,0.69283,-0.475115,0.007381,0.031384,0.454584,-0.080179,0.0,-0.700187,-0.071756,-0.19999,1.016154,-0.053656,0.0,0.056094,0.535717,-0.355093,-1.020337,-0.418358,0.272927,-0.596711,0.191287,-1.034615,0.297624
0.5744,0.437709,0.369112,0.074826,0.044689,-0.713104,0.695619,-0.427679,-0.011662,0.028876,0.458009,-0.129288,0.0,-0.732954,-0.086736,-0.183243,0.876946,-0.060914,0.0,0.019443,0.521877,-0.363096,-1.052802,-0.418663,0.275992,-0.606045,0.180351,-1.022392,0.29518
0.574643,0.423681,0.367304,0.081818,0.039697,-0.710229,0.698072,-0.379914,-0.032185,0.026354,0.453929,-0.169544,0.0,-0.760118,-0.101156,-0.17606,0.738153,-0.053491,0.0,-0.012693,0.504203,-0.369156,-1.084339,-0.424502,0.284014,-0.62228,0.185023,-1.016186,0.300701
0.573441,0.409686,0.365018,0.089566,0.033348,-0.707405,0.700317,-0.325035,-0.05478,0.022607,0.438346,-0.203514,0.0,-0.782589,-0.098094,-0.167243,0.598944,-0.032118,0.0,-0.045318,0.477106,-0.375133,-1.106946,-0.430756,0.294598,-0.643416,0.194175,-1.011784,0.314815
0.569693,0.39525,0.361834,0.097205,0.026585,-0.704312,0.702701,-0.265494,-0.075507,0.015012,0.418516,-0.236041,0.0,-0.797745,-0.072724,-0.152977,0.462002,-0.008088,0.0,-0.07749,0.446207,-0.382876,-1.118948,-0.434214,0.30381,-0.661452,0.199225,-1.00665,0.336327
0.563762,0.382442,0.356882,0.100022,0.021794,-0.698679,0.708074,-0.223715,-0.084591,-0.002464,0.424341,-0.266884,0.0,-0.826205,-0.028985,-0.150139,0.379027,-0.007022,0.0,-0.088895,0.434415,-0.393219,-1.131817,-0.437005,0.30918,-0.656741,0.200547,-1.000108,0.346797
0.560543,0.367553,0.353512,0.102394,0.020962,-0.694763,0.711604,-0.174628,-0.088526,-0.017801,0.427207,-0.306074,0.0,-0.837111,0.004685,-0.138144,0.30769,-0.014833,0.0,-0.102368,0.426113,-0.401534,-1.14265,-0.439877,0.30761,-0.651402,0.196652,-0.994698,0.352987
0.558362,0.354975,0.350367,0.104161,0.020659,-0.692669,0.713395,-0.130029,-0.090571,-0.028368,0.430509,-0.337189,0.0,-0.82933,0.029849,-0.139749,0.269003,-0.016388,0.0,-0.112661,0.419939,-0.40674,-1.145656,-0.443327,0.302073,-0.645462,0.190962,-0.990602,0.352187
0.564113,0.346684,0.35266,0.100282,0.023671,-0.693049,0.713489,-0.088878,-0.085356,-0.030924,0.420251,-0.339293,0.0,-0.793046,0.003014,-0.136147,0.261421,0.033435,0.0,-0.118387,0.419811,-0.408431,-1.133823,-0.448537,0.291989,-0.633895,0.192934,-0.986699,0.345083
0.568678,0.340986,0.35476,0.095513,0.023499,-0.693043,0.714154,-0.054116,-0.081757,-0.032736,0.414225,-0.319123,0.0,-0.765158,-0.02305,-0.136796,0.281779,0.097256,0.0,-0.1102,0.418826,-0.411822,-1.114546,-0.451804,0.284147,-0.620915,0.200716,-0.977067,0.340644
0.572497,0.335436,0.357261,0.090659,0.022199,-0.69292,0.714947,-0.020852,-0.077966,-0.034951,0.414082,-0.284613,0.0,-0.737644,-0.04826,-0.136163,0.307196,0.16461,0.0,-0.094741,0.418562,-0.416796,-1.086696,-0.453547,0.275357,-0.607978,0.210574,-0.961578,0.339044
0.573526,0.329306,0.359813,0.086439,0.017388,-0.692619,0.715894,0.013535,-0.073841,-0.040149,0.423137,-0.230164,0.0,-0.703829,-0.064066,-0.133459,0.326433,0.194664,0.0,-0.075419,0.412016,-0.426662,-1.041204,-0.452982,0.26677,-0.598967,0.222112,-0.935357,0.33592
0.575489,0.322124,0.363184,0.080806,0.015361,-0.691684,0.717501,0.036871,-0.068775,-0.047871,0.452265,-0.158856,0.0,-0.668147,-0.076313,-0.126155,0.340977,0.180563,0.0,-0.053728,0.41007,-0.442492,-0.987162,-0.453316,0.257363,-0.583918,0.231785,-0.912096,0.33048
0.577423,0.31552,0.365471,0.076326,0.014045,-0.690269,0.719378,0.044303,-0.076249,-0.046738,0.508846,-0.078428,0.0,-0.63453,-0.076943,-0.127136,0.347592,0.155402,0.0,-0.028588,0.411293,-0.46605,-0.935709,-0.449956,0.246063,-0.571509,0.239524,-0.893725,0.324788
0.580836,0.31005,0.368623,0.0729,0.01345,-0.686933,0.72293,0.029897,-0.085501,-0.027231,0.595666,0.006894,0.0,-0.601199,-0.087784,-0.129421,0.346209,0.136448,0.0,-0.00164,0.418458,-0.501744,-0.899233,-0.448908,0.234381,-0.562406,0.244917,-0.882972,0.319271
0.58436,0.306564,0.371687,0.070518,0.012154,-0.68132,0.72848,-0.018607,-0.0962,0.005095,0.730242,0.097168,0.0,-0.571463,-0.103694,-0.136888,0.341257,0.123442,0.0,0.026993,0.432403,-0.547675,-0.885559,-0.458367,0.226875,-0.55875,0.247288,-0.879922,0.313109
0.588526,0.308413,0.374566,0.07066,0.00933,-0.672815,0.73637,-0.087477,-0.105169,0.092743,0.871857,0.190536,0.0,-0.55697,-0.127103,-0.149726,0.333595,0.126282,0.0,0.050271,0.447289,-0.588391,-0.892485,-0.483236,0.220604,-0.561011,0.243515,-0.8843,0.310369
0.587859,0.313945,0.377506,0.074551,0.00437,-0.66101,0.746651,-0.181547,-0.077293,0.208277,1.026897,0.272857,0.0,-0.552783,-0.155647,-0.168583,0.323993,0.139137,0.0,0.066256,0.455425,-0.617758,-0.910557,-0.510138,0.218587,-0.573146,0.231661,-0.89197,0.308048
0.584711,0.313341,0.379035,0.077693,0.004913,-0.651628,0.754533,-0.289583,-0.038383,0.255561,1.164298,0.291704,0.0,-0.541781,-0.167663,-0.188718,0.318046,0.133777,0.0,0.07344,0.461117,-0.614698,-0.923779,-0.525406,0.216223,-0.586163,0.220739,-0.90858,0.306169
0.585811,0.308076,0.376375,0.071068,0.01509,-0.647121,0.758918,-0.413351,-0.031403,0.224857,1.25817,0.212711,0.0,-0.530911,-0.151612,-0.211054,0.331609,0.108815,0.0,0.088398,0.484723,-0.567171,-0.931352,-0.520893,0.206768,-0.579058,0.220269,-0.926692,0.304135
0.588035,0.300692,0.372891,0.05997,0.028637,-0.644786,0.761469,-0.523974,-0.024495,0.191746,1.304852,0.142851,0.0,-0.519221,-0.12343,-0.233006,0.35789,0.073254,0.0,0.117359,0.522212,-0.486672,-0.944817,-0.492194,0.17755,-0.551946,0.232129,-0.926221,0.305844
0.589411,0.290987,0.370373,0.049345,0.041271,-0.643829,0.762461,-0.606141,-0.008634,0.161003,1.285062,0.069968,0.0,-0.499294,-0.092546,-0.250174,0.381899,0.031097,0.0,0.152336,0.559501,-0.396876,-0.960874,-0.444801,0.134612,-0.516719,0.251853,-0.911504,0.310411
0.589639,0.27903,0.369061,0.041804,0.050305,-0.644269,0.761996,-0.661982,0.006908,0.129303,1.20529,0.006276,0.0,-0.469026,-0.064049,-0.259381,0.398175,-0.014174,0.0,0.177453,0.58276,-0.324875,-0.967127,-0.397395,0.098705,-0.490251,0.270798,-0.906334,0.3143
0.589531,0.266493,0.368247,0.036671,0.056932,-0.64544,0.760803,-0.698941,0.021206,0.100883,1.084007,-0.034713,0.0,-0.433907,-0.038824,-0.2631,0.407418,-0.057353,0.0,0.194351,0.598461,-0.277732,-0.970005,-0.367664,0.075919,-0.474538,0.286837,-0.921272,0.317817
0.587719,0.251517,0.368567,0.035363,0.061591,-0.646861,0.759294,-0.719007,0.03575,0.058325,0.936929,-0.044338,0.0,-0.387069,-0.01597,-0.262652,0.402472,-0.100376,0.0,0.200681,0.604307,-0.255876,-0.970841,-0.363086,0.06545,-0.470875,0.297544,-0.954126,0.32413
0.587011,0.23486,0.368783,0.034637,0.065212,-0.649581,0.756698,-0.721827,0.035372,0.003386,0.767541,-0.047393,0.0,-0.329118,0.007754,-0.256542,0.384663,-0.140089,0.0,0.205334,0.606981,-0.247143,-0.970493,-0.373865,0.062785,-0.47102,0.306816,-0.993991,0.333163
0.590592,0.216326,0.368286,0.034865,0.067483,-0.655952,0.750971,-0.709727,0.000349,-0.059023,0.598157,-0.022202,0.0,-0.264011,0.02763,-0.237666,0.360167,-0.177108,0.0,0.207422,0.601878,-0.242447,-0.963042,-0.386644,0.064409,-0.476455,0.319631,-1.032939,0.342408
0.592897,0.19006,0.369082,0.044332,0.065318,-0.667201,0.740682,-0.674848,-0.05418,-0.165664,0.473575,0.03894,0.0,-0.185042,0.031535,-0.200403,0.335835,-0.231465,0.0,0.198261,0.573225,-0.24108,-0.94629,-0.391952,0.069316,-0.502622,0.334697,-1.070293,0.352485
0.593758,0.17129,0.369076,0.052129,0.061621,-0.679978,0.728777,-0.654136,-0.090976,-0.233604,0.446202,0.097599,0.0,-0.13682,0.025838,-0.162472,0.330672,-0.26635,0.0,0.199779,0.546227,-0.239874,-0.935606,-0.391536,0.072411,-0.521239,0.34896,-1.086543,0.362748
0.590388,0.161726,0.370289,0.058211,0.05606,-0.687012,0.722138,-0.619809,-0.086675,-0.252476,0.427957,0.095506,0.0,-0.105067,0.018897,-0.142508,0.327136,-0.280938,0.0,0.197155,0.523133,-0.251192,-0.924173,-0.394331,0.078937,-0.542076,0.350677,-1.095857,0.368107
0.587315,0.156825,0.370905,0.0595,0.051361,-0.693511,0.716145,-0.587859,-0.073364,-0.23983,0.41743,0.069119,0.0,-0.084655,0.022351,-0.126994,0.327924,-0.278053,0.0,0.193503,0.506524,-0.269812,-0.909751,-0.399361,0.089102,-0.555469,0.344236,-1.095318,0.367487
0.584111,0.153583,0.371839,0.057994,0.046043,-0.701206,0.709103,-0.553782,-0.057231,-0.220086,0.411108,0.057704,0.0,-0.064803,0.030428,-0.11048,0.326999,-0.262041,0.0,0.182696,0.488962,-0.296726,-0.880638,-0.403662,0.103763,-0.56604,0.333586,-1.084894,0.357857
0.580488,0.152333,0.373172,0.055142,0.040038,-0.709284,0.701622,-0.516968,-0.037055,-0.198941,0.39265,0.055371,0.0,-0.046363,0.039975,-0.09704,0.323854,-0.23355,0.0,0.169823,0.468924,-0.329456,-0.843888,-0.403196,0.11635,-0.567924,0.327052,-1.061761,0.344321
0.577318,0.150206,0.37419,0.053229,0.035554,-0.717296,0.693822,-0.479571,-0.021611,-0.178103,0.370695,0.054373,0.0,-0.031436,0.050877,-0.077523,0.324023,-0.204375,0.0,0.160808,0.455149,-0.364529,-0.819135,-0.400556,0.122563,-0.561388,0.326233,-1.033811,0.336576
0.574053,0.146648,0.374704,0.052143,0.031741,-0.724122,0.686964,-0.443813,-0.010212,-0.158544,0.354729,0.047296,0.0,-0.012683,0.062466,-0.056874,0.3246,-0.181745,0.0,0.159603,0.444295,-0.398338,-0.817251,-0.407896,0.131103,-0.54599,0.33104,-1.017098,0.338565
0.571298,0.143785,0.37494,0.054196,0.030165,-0.729699,0.68095,-0.419407,-0.004363,-0.141745,0.339372,0.041751,0.0,-0.009437,0.071017,-0.039053,0.331407,-0.160507,0.0,0.144678,0.450803,-0.433509,-0.823891,-0.418863,0.143891,-0.552568,0.338275,-1.009188,0.337478
0.569165,0.140502,0.37487,0.056525,0.0293,-0.732602,0.677673,-0.402039,-0.002336,-0.132213,0.330763,0.033408,0.0,-0.002774,0.076542,-0.029166,0.336872,-0.148098,0.0,0.127647,0.454522,-0.453943,-0.840391,-0.432326,0.159742,-0.556935,0.34901,-1.011072,0.339735
0.567427,0.13777,0.374713,0.059851,0.027489,-0.734702,0.675185,-0.386152,-0.004767,-0.123844,0.321202,0.026408,0.0,0.00162,0.076838,-0.025846,0.342807,-0.141199,0.0,0.100062,0.455402,-0.46224,-0.86217,-0.444111,0.188362,-0.578832,0.362501,-1.019507,0.342467
0.566137,0.135356,0.374453,0.062522,0.025223,-0.735228,0.674459,-0.373572,-0.009923,-0.120068,0.315366,0.020952,0.0,0.008232,0.075751,-0.027564,0.348113,-0.13795,0.0,0.072276,0.448196,-0.451029,-0.878039,-0.442085,0.21906,-0.601542,0.370767,-1.021355,0.346902
0.565126,0.132882,0.374152,0.064606,0.022424,-0.73523,0.674359,-0.360927,-0.016465,-0.118133,0.311663,0.01513,0.0,0.017021,0.073514,-0.028438,0.352449,-0.136153,0.0,0.044718,0.434943,-0.429101,-0.888286,-0.427152,0.248579,-0.622526,0.3755,-1.01323,0.352057
0.564156,0.130094,0.373809,0.067787,0.017635,-0.735667,0.673712,-0.345233,-0.027418,-0.114062,0.307016,0.007358,0.0,0.02735,0.065428,-0.027565,0.357688,-0.13659,0.0,0.014373,0.412039,-0.404235,-0.891218,-0.401141,0.279716,-0.649903,0.374965,-1.000669,0.354307
0.563518,0.127425,0.373485,0.069563,0.013277,-0.736068,0.673193,-0.328817,-0.036553,-0.111399,0.302393,-0.001439,0.0,0.039208,0.058445,-0.02651,0.362471,-0.136766,0.0,-0.014151,0.391487,-0.38652,-0.890111,-0.378431,0.305861,-0.671468,0.373517,-0.988583,0.353753
0.563126,0.124954,0.373201,0.070519,0.009343,-0.736646,0.672526,-0.312553,-0.044257,-0.109229,0.297765,-0.010624,0.0,0.05059,0.051977,-0.025169,0.367992,-0.136029,0.0,-0.03945,0.374554,-0.377116,-0.888909,-0.364607,0.327171,-0.690134,0.371536,-0.980961,0.352136
0.563327,0.122665,0.373096,0.070636,0.006381,-0.737544,0.671564,-0.297498,-0.049799,-0.107276,0.293593,-0.019951,0.0,0.059833,0.044279,-0.022867,0.375225,-0.134379,0.0,-0.059603,0.362234,-0.376283,-0.889846,-0.36084,0.343343,-0.705101,0.367728,-0.980678,0.350861
0.563794,0.120566,0.373044,0.070251,0.004482,-0.738928,0.670097,-0.284208,-0.053181,-0.105495,0.290045,-0.029506,0.0,0.066295,0.037414,-0.019364,0.38405,-0.132613,0.0,-0.073478,0.354483,-0.38326,-0.893635,-0.363218,0.353881,-0.715868,0.360947,-0.988099,0.350177
0.564367,0.118497,0.37293,0.069608,0.003521,-0.740783,0.668119,-0.272219,-0.055326,-0.104431,0.286871,-0.0393,0.0,0.07064,0.032379,-0.014446,0.393939,-0.131268,0.0,-0.081319,0.351196,-0.39659,-0.898625,-0.3674,0.359014,-0.722518,0.351154,-1.001824,0.349109
0.56497,0.116899,0.37286,0.068522,0.003076,-0.742667,0.666138,-0.261543,-0.055686,-0.101055,0.283741,-0.047871,0.0,0.072843,0.028707,-0.009055,0.404603,-0.128926,0.0,-0.08419,0.35168,-0.41489,-0.90181,-0.372751,0.360138,-0.725214,0.339219,-1.019629,0.346645
0.565412,0.115786,0.37281,0.06717,0.002749,-0.744257,0.664502,-0.252209,-0.054766,-0.096511,0.280758,-0.055037,0.0,0.07366,0.026577,-0.00397,0.415487,-0.125982,0.0,-0.08378,0.354337,-0.435867,-0.900442,-0.379864,0.358705,-0.72506,0.32676,-1.039844,0.343412
